Date,Region Name,State,Metro,County,City,Size Rank,Zhvi,Mo M,Qo Q,Yo Y,5 Year,10 Year,Peak Month,Peak Quarter,Peak Z H V I,Pct Fall From Peak,Last Time At Curr Z H V I
11/30/2014 12:00:00 AM,Dunlap,WA,Seattle,King,Seattle,1709,279100,0.006854256854257,0.019729630982828,0.118637274549098,0.022511635826317,0.020517864708069,10/01/2007 12:00:00 AM,2007-Q4,321500,-0.131881804043546,03/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Junction,WA,Seattle,King,Seattle,1747,461500,0.006323593545573,0.016072214883311,0.066312384473198,0.042218140761333,0.029670446662913,09/01/2007 12:00:00 AM,2007-Q3,466800,-0.011353898886033,08/01/2007 12:00:00 AM
11/30/2014 12:00:00 AM,West Queen Anne,WA,Seattle,King,Seattle,1749,704400,0.003561760934606,0.022054556006965,0.085696670776819,0.045054183171246,0.03836793871906,11/01/2014 12:00:00 AM,2014-Q4,704400,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Crossroads,WA,Seattle,King,Bellevue,1798,430100,0.00796812749004,0.025023832221163,0.114826334888543,0.0418995754063,0.040704210351143,07/01/2007 12:00:00 AM,2007-Q3,436200,-0.013984410820724,04/01/2007 12:00:00 AM
11/30/2014 12:00:00 AM,South Delridge,WA,Seattle,King,Seattle,1805,268300,0.002990654205607,0.018216318785579,0.087996755879968,0.010855376378773,0.019077496279067,05/01/2007 12:00:00 AM,2007-Q2,309900,-0.134236850596967,03/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Meydenbauer,WA,Seattle,King,Bellevue,1829,887500,0.008293569643263,0.017541848199954,0.084433040078201,0.055889908162364,0.044960843424918,11/01/2014 12:00:00 AM,2014-Q4,887500,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Eastlake,WA,Seattle,King,Seattle,1859,432900,0.008385744234801,0.015005861664713,0.08360450563204,0.036076819542068,0.026583631304232,05/01/2007 12:00:00 AM,2007-Q2,460900,-0.060750705142113,11/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Eastgate - Cougar Mountain,WA,Seattle,King,Bellevue,1861,850600,0.006508105549639,0.006746360516037,0.036432313878396,0.051826756642588,0.028231005003845,08/01/2007 12:00:00 AM,2007-Q3,852900,-0.002696681908782,06/01/2007 12:00:00 AM
11/30/2014 12:00:00 AM,Totem Lake,WA,Seattle,King,Kirkland,1877,204300,0.017430278884462,0.047692307692308,0.284098051539912,0.003962481784088,0.027472226485696,08/01/2007 12:00:00 AM,2007-Q3,252000,-0.189285714285714,06/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Arbor Heights,WA,Seattle,King,Seattle,1881,390700,0.010605276771857,0.017447916666667,0.044094067343666,0.031548039073519,0.021608281400819,06/01/2007 12:00:00 AM,2007-Q2,426400,-0.083724202626642,05/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Cedar Park,WA,Seattle,King,Seattle,1911,436300,0.008552935737402,0.022737927801219,0.096782302664656,0.036615112662899,0.031325409520575,11/01/2014 12:00:00 AM,2014-Q4,436300,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Fauntleroy,WA,Seattle,King,Seattle,1922,542200,0.009495438465835,0.019939804364184,0.033155487804878,0.037566295467994,0.024846647798404,07/01/2007 12:00:00 AM,2007-Q3,577400,-0.060962937305161,10/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Pinehurst,WA,Seattle,King,Seattle,1933,368200,0.007387140902873,0.021075984470327,0.048405466970387,0.03059289521123,0.022274032978825,09/01/2007 12:00:00 AM,2007-Q3,380500,-0.032325886990802,10/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Lower Queen Anne,WA,Seattle,King,Seattle,1945,458100,0.015742793791574,0.034085778781038,0.146396396396396,0.042181808612027,0.028789942082438,07/01/2007 12:00:00 AM,2007-Q3,463100,-0.010796804145973,05/01/2007 12:00:00 AM
11/30/2014 12:00:00 AM,Victory Heights,WA,Seattle,King,Seattle,1969,425800,0.006857413100024,0.010201660735469,0.043627450980392,0.037977220064328,0.03043506580918,11/01/2014 12:00:00 AM,2014-Q4,425800,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Bayside,WA,Seattle,Snohomish,Everett,2001,221000,0.002722323049002,0.019372693726937,0.092436974789916,0.003290146053865,0.018325675219238,08/01/2007 12:00:00 AM,2007-Q3,268200,-0.175988068605518,11/01/2005 12:00:00 AM
11/30/2014 12:00:00 AM,Leschi,WA,Seattle,King,Seattle,2017,629100,0.00607708300016,0.017467248908297,0.036237852083676,0.039909250190041,0.031734305060711,11/01/2014 12:00:00 AM,2014-Q4,629100,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Laurelhurst,WA,Seattle,King,Seattle,2018,1082200,0.009326618168252,0.025490381881929,0.047222759821947,0.047377714728633,0.032273238341568,11/01/2014 12:00:00 AM,2014-Q4,1082200,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Northwest Everett,WA,Seattle,Snohomish,Everett,2030,279700,0.001432151808092,0.014876632801161,0.042878448918717,0.014714400253331,0.019845171858858,07/01/2007 12:00:00 AM,2007-Q3,324200,-0.137260950030845,04/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Roxhill,WA,Seattle,King,Seattle,2033,328900,0.011066707654473,0.025888958203369,0.063712807244502,0.022132691597207,0.027439649087792,08/01/2007 12:00:00 AM,2007-Q3,341900,-0.038022813688213,08/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,South Beacon Hill,WA,Seattle,King,Seattle,2085,321500,0.006890072032571,0.02486452024227,0.158558558558559,0.01832166883174,0.022843903069177,03/01/2007 12:00:00 AM,2007-Q1,356000,-0.096910112359551,06/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Fairmount Park,WA,Seattle,King,Seattle,2088,429200,0.009169997648719,0.022148130507264,0.078934137757667,0.041225485330958,0.028548740069789,11/01/2014 12:00:00 AM,2014-Q4,429200,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Evergreen,WA,Seattle,Snohomish,Everett,2091,247900,0.003237555645488,0.010599266204647,0.071768266320796,0.010058540624222,0.017948583959742,04/01/2007 12:00:00 AM,2007-Q2,302600,-0.180766688697951,10/01/2005 12:00:00 AM
11/30/2014 12:00:00 AM,Whittier Heights,WA,Seattle,King,Seattle,2104,531900,0.011216730038023,0.03061422204999,0.094669685120395,0.05043265428546,0.035240180746484,11/01/2014 12:00:00 AM,2014-Q4,531900,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Riverside,WA,Seattle,Snohomish,Everett,2121,203500,0.010928961748634,0.035623409669211,0.094086021505376,0.003074844801409,0.012234097718619,08/01/2007 12:00:00 AM,2007-Q3,256600,-0.206936866718628,08/01/2005 12:00:00 AM
11/30/2014 12:00:00 AM,Cascade View,WA,Seattle,Snohomish,Everett,2154,258600,0.003103180760279,0.012925969447709,0.088383838383838,0.012355367872308,0.01939713938739,05/01/2007 12:00:00 AM,2007-Q2,301100,-0.141149119893723,12/01/2005 12:00:00 AM
11/30/2014 12:00:00 AM,Bryant,WA,Seattle,King,Seattle,2187,575400,0.008235500262835,0.01553123896929,0.034705988131631,0.044516491892255,0.03520622653591,11/01/2014 12:00:00 AM,2014-Q4,575400,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Roosevelt,WA,Seattle,King,Seattle,2196,540500,0.010280373831776,0.013881072969424,0.066074950690335,0.045446202069065,0.03413171660772,11/01/2014 12:00:00 AM,2014-Q4,540500,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Westlake,WA,Seattle,King,Seattle,2197,407500,0.002460024600246,0.009913258983891,0.13890441587479,0.03572796489319,0.026931933235035,07/01/2007 12:00:00 AM,2007-Q3,429500,-0.051222351571595,09/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Seaview,WA,Seattle,King,Seattle,2224,471900,0.001910828025478,0.002336448598131,0.034414730381412,0.031967192555895,0.025767079218758,09/01/2007 12:00:00 AM,2007-Q3,487100,-0.031205091357011,10/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Uptown,WA,Seattle,King,Seattle,2271,315700,0.00445434298441,0.003177629488402,0.063320983496127,0.022688834630628,0.026518618564593,09/01/2007 12:00:00 AM,2007-Q3,350800,-0.100057012542759,03/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Madison Park,WA,Seattle,King,Seattle,2301,993300,0.004957507082153,0.014917748033105,0.057827476038339,0.040413270575334,0.034117712281057,06/01/2007 12:00:00 AM,2007-Q2,996400,-0.003111200321156,06/01/2007 12:00:00 AM
11/30/2014 12:00:00 AM,View Ridge,WA,Seattle,King,Seattle,2309,659100,0.004266341612068,0.005952380952381,0.030165676773992,0.038940522090305,0.035032875576666,11/01/2014 12:00:00 AM,2014-Q4,659100,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Norkirk,WA,Seattle,King,Kirkland,2370,712200,0.002392681210415,0.005932203389831,0.053394468273924,0.04562487138502,0.03590466479968,09/01/2007 12:00:00 AM,2007-Q3,712400,-0.000280741156654,09/01/2007 12:00:00 AM
11/30/2014 12:00:00 AM,Mt. Baker,WA,Seattle,King,Seattle,2398,667700,0.003004356316659,0.004966887417219,0.052988487620249,0.037330005711141,0.031743355848067,11/01/2014 12:00:00 AM,2014-Q4,667700,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Interlake,WA,Seattle,King,Bellevue,2403,562700,0.01095939633489,0.029831625183016,0.099452911293474,0.05321592993792,0.043352617150946,11/01/2014 12:00:00 AM,2014-Q4,562700,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Holly Park,WA,Seattle,King,Seattle,2461,306400,0.002945990180033,0.008226390259954,0.056916177992411,0.005170632370073,0.015468228637166,07/01/2007 12:00:00 AM,2007-Q3,361600,-0.152654867256637,11/01/2005 12:00:00 AM
11/30/2014 12:00:00 AM,Central,WA,Seattle,King,Seattle,2485,486200,0.013550135501355,0.014395994158147,0.021214030665826,0.046913068197566,0.032591718902889,11/01/2014 12:00:00 AM,2014-Q4,486200,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Madison Valley,WA,Seattle,King,Seattle,2506,576400,0.006812227074236,0.017296152488528,0.059558823529412,0.045467299519166,0.034626076992743,11/01/2014 12:00:00 AM,2014-Q4,576400,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Madrona,WA,Seattle,King,Seattle,2553,698400,0.003736705949986,0.016445932178722,0.0696890794915,0.042090207670135,0.036668005304766,11/01/2014 12:00:00 AM,2014-Q4,698400,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Houghton,WA,Seattle,King,Kirkland,2554,758600,0.001716624851446,-0.007068062827225,0.0454796030871,0.046357788193423,0.034574828883803,01/01/2007 12:00:00 AM,2007-Q1,765100,-0.008495621487387,12/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,WoodRidge,WA,Seattle,King,Bellevue,2562,689800,0.005539358600583,0.006272793581328,0.062374865239489,0.060848740597979,0.045941307969923,11/01/2014 12:00:00 AM,2014-Q4,689800,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Glacier View,WA,Seattle,Snohomish,Everett,2593,241800,0.007919966652772,0.022410147991543,0.056818181818182,0.005892663884581,0.016103226649704,08/01/2007 12:00:00 AM,2007-Q3,287800,-0.159833217512161,10/01/2005 12:00:00 AM
11/30/2014 12:00:00 AM,North Delridge,WA,Seattle,King,Seattle,2604,327200,0.003988953666769,0.003988953666769,0.038071065989848,0.01914522407691,0.020616880272645,08/01/2007 12:00:00 AM,2007-Q3,358600,-0.087562744004462,06/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,South Park,WA,Seattle,King,Seattle,2606,255500,0.009083728278041,0.034831915755366,0.110869565217391,0.00420116256675,0.017550298446932,06/01/2007 12:00:00 AM,2007-Q2,300800,-0.150598404255319,01/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Meadowbrook,WA,Seattle,King,Seattle,2626,443200,0.006357856494096,0.013260173754001,0.060033484812246,0.038509342886857,0.031473983095681,11/01/2014 12:00:00 AM,2014-Q4,443200,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Hillman City,WA,Seattle,King,Seattle,2632,346200,0.004060324825986,0.003478260869565,0.046870275173874,0.024658900772916,0.032227492107186,04/01/2007 12:00:00 AM,2007-Q2,357400,-0.031337437045327,11/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Moss Bay,WA,Seattle,King,Kirkland,2633,489300,0.010741582317703,0.015566625155666,0.080132450331126,0.030574181311442,0.027428769849139,08/01/2007 12:00:00 AM,2007-Q3,529800,-0.076443941109853,12/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Harborview-Seahurst-Glenhaven,WA,Seattle,Snohomish,Everett,2646,320500,0.004072681704261,0.008495909376967,0.040922377395258,0.017895499466184,0.017520210705371,02/01/2007 12:00:00 AM,2007-Q1,379100,-0.154576628857821,12/01/2005 12:00:00 AM
11/30/2014 12:00:00 AM,Rainier View,WA,Seattle,King,Seattle,2670,245500,0.008627773212818,0.032814472023559,0.009042334566379,-0.002987297057775,0.002770888406134,07/01/2007 12:00:00 AM,2007-Q3,324400,-0.243218249075216,02/01/2005 12:00:00 AM
11/30/2014 12:00:00 AM,Riverview,WA,Seattle,King,Seattle,2674,325600,0.002154509079717,0.005869632375656,0.04258725584374,0.013956504008009,0.023782225814336,12/01/2006 12:00:00 AM,2006-Q4,359800,-0.095052807115064,03/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,Seward Park,WA,Seattle,King,Seattle,2696,595200,0.00693622060565,0.012761613067892,0.068581687612208,0.025339388193455,0.028771932367027,07/01/2007 12:00:00 AM,2007-Q3,604200,-0.014895729890765,02/01/2007 12:00:00 AM
11/30/2014 12:00:00 AM,Tam O'Shanter,WA,Seattle,King,Bellevue,2735,600300,0.008399126490845,0.015736040609137,0.061914027949761,0.04565697207839,0.042242369995115,09/01/2007 12:00:00 AM,2007-Q3,605300,-0.008260366760284,08/01/2007 12:00:00 AM
11/30/2014 12:00:00 AM,Montlake,WA,Seattle,King,Seattle,2741,837100,0.008311250301132,0.029136955987214,0.111243860347803,0.059840720668694,0.037731381840668,11/01/2014 12:00:00 AM,2014-Q4,837100,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Northgate,WA,Seattle,King,Seattle,2743,235500,0.00383631713555,0.008133561643836,0.098926738217452,0.012150382735882,0.01657527526052,11/01/2007 12:00:00 AM,2007-Q4,277400,-0.151045421773612,10/01/2005 12:00:00 AM
11/30/2014 12:00:00 AM,Judkins Park,WA,Seattle,King,Seattle,2757,390900,0.004367934224049,0.009816584861793,0,0.030179567553662,0.023889063301733,03/01/2014 12:00:00 AM,2014-Q1,399700,-0.022016512384288,11/01/2013 12:00:00 AM
11/30/2014 12:00:00 AM,Genesee,WA,Seattle,King,Seattle,2779,476500,0.006123310810811,0.007825719120135,0.048635563380282,0.035775779620467,0.029814481734063,04/01/2007 12:00:00 AM,2007-Q2,476600,-0.000209819555183,04/01/2007 12:00:00 AM
11/30/2014 12:00:00 AM,Eastgate,WA,Seattle,King,Bellevue,2876,468000,0.009055627425614,0.022950819672131,0.088372093023256,0.047888260578668,0.042352673872638,11/01/2014 12:00:00 AM,2014-Q4,468000,0,11/01/2014 12:00:00 AM
11/30/2014 12:00:00 AM,Factoria,WA,Seattle,King,Bellevue,2972,276300,0.001086956521739,0.00655737704918,0.151729887453105,0.018905835687512,0.037611441022697,03/01/2007 12:00:00 AM,2007-Q1,300300,-0.07992007992008,09/01/2006 12:00:00 AM
11/30/2014 12:00:00 AM,South Rose Hill,WA,Seattle,King,Kirkland,3000,512400,0.014251781472684,0.030985915492958,0.07488986784141,0.038062740887088,0.036594781356472,10/01/2007 12:00:00 AM,2007-Q4,534800,-0.041884816753927,03/01/2007 12:00:00 AM
